title,infobox_json
Đại học Kent,{}
Đại học Johns Hopkins,"{""Khẩu hiệu"": ""Veritas vos liberabit ( tiếng Latinh )"", ""Khẩu hiệu trong Tiếng Anh"": ""\"" The truth will set you free \"""", ""Loại hình"": ""Đại học nghiên cứu tư thục"", ""Thành lập"": ""22 tháng 2 năm 1876 ; 149 năm trước ( 1876-02-22 )"", ""Công nhận"": ""MSCHE"", ""Liên kết học tập"": ""Hiệp hội Viện Đại học Mỹ COFHE CUWMA NAICU ORAU UARC URA Space-grant"", ""Tài trợ"": ""13,06 tỷ đô la Mỹ ( FY 2024) [ 3 ]"", ""Viện trưởng"": ""Ronald J. Daniels"", ""Phó hiệu trưởng"": ""Ray Jayawardhana"", ""Tổng nhân viên"": ""27,300 [ 4 ]"", ""Sinh viên"": ""30,549 (2022)"", ""Sinh viên đại học"": ""5,318 (2022) [ 5 ] :19"", ""Sinh viên sau đại học"": ""25,231 (2022) [ 5 ] :19"", ""Vị trí"": [""Baltimore"", "","", ""Maryland"", "","", ""Hoa Kỳ"", ""39°19′44″B"", ""76°37′13″T"", ""﻿ / ﻿"", ""39,32889°B 76,62028°T"", ""﻿ /"", ""39.32889; -76.62028""], ""Khuôn viên"": ""Thành phố lớn [ 6 ] , 140 mẫu Anh (57 ha)"", ""Other campuses"": ""Aberdeen California Columbia Elkridge Laurel Owings Mills Rockville St. Petersburg Washington Bologna Nam Kinh Singapore"", ""Tờ báo"": ""The Johns Hopkins News-Letter"", ""Màu"": [""Heritage blue and spirit blue"", ""["", ""7"", ""]""], ""Biệt danh"": ""Blue Jays"", ""Liên kết thể thao"": ""NCAA Division III - Centennial Big Ten MAWPC"", ""Linh vật"": ""Blue Jay"", ""Website"": ""Bản mẫu:Official url""}"
Đại học Kansas,"{""Khẩu hiệu"": ""Videbo visionem hanc magnam quare non comburatur rubus ( tiếng Latinh )"", ""Khẩu hiệu trong Tiếng Anh"": ""\""I will see this great vision in which the bush does not burn.\"" ( Exodus 3:3) [ 1 ]"", ""Loại hình"": ""Đại học nghiên cứu công lập"", ""Thành lập"": ""21 tháng 3 năm 1864 ; 161 năm trước ( 1864-03-21 ) [ 2 ]"", ""Tổ chức mẹ"": ""Kansas Board of Regents"", ""Công nhận"": ""HLC"", ""Liên kết học tập"": ""Hiệp hội Viện Đại học Mỹ Space-grant"", ""Tài trợ"": ""2.36 tỷ đô la Mỹ (2023) [ 3 ]"", ""Kinh phí"": ""761.2 triệu đô la Mỹ (2022) [ a ] [ 4 ]"", ""Chưởng ấn"": ""Doug Girod"", ""Phó hiệu trưởng"": ""Barbara Bichelmeyer"", ""Giảng viên"": ""1,566 (kỳ thu năm 2022) [ b ] [ 5 ]"", ""Tổng nhân viên"": ""13,763 (kỳ thu năm 2022) [ b ] [ 6 ]"", ""Sinh viên"": ""30,770 (kỳ thu năm 2025) [ b ] [ 7 ] [ 8 ]"", ""Sinh viên đại học"": ""22,085 (kỳ thu năm 2024) [ b ] [ 9 ]"", ""Sinh viên sau đại học"": ""7,707 (kỳ thu năm 2024) [ b ] [ 9 ]"", ""Vị trí"": [""Lawrence"", "","", ""Kansas"", "","", ""Hoa Kỳ"", ""38°57′30″B"", ""95°14′52″T"", ""﻿ / ﻿"", ""38,9584°B 95,2478°T"", ""﻿ /"", ""38.9584; -95.2478""], ""Khuôn viên"": ""Làng đại học [ 10 ] , 1.000 mẫu Anh (4,0 km 2 )"", ""Khuôn viên khác"": ""Garden City Hays Leavenworth Kansas City Overland Park Parsons Salina Topeka Wichita Online"", ""Tờ báo"": ""The University Daily Kansan"", ""Màu"": [""Crimson và Blue"", ""["", ""11"", ""]""], ""Biệt danh"": ""Jayhawks"", ""Liên kết thể thao"": ""NCAA Division I FBS – Big 12"", ""Linh vật"": ""Big Jay Baby Jay Jay Doc (Medical Center)"", ""Website"": ""www .ku .edu"", ""Tên chính thức"": ""University of Kansas East Historic District"", ""Loại"": ""District"", ""Tiêu chuẩn"": ""Architecture, Education"", ""Đề cử"": ""January 8, 2014 [ 13 ]"", ""Số tham khảo"": ""13001038""}"
Đại học Hồng Kông,"{""Khẩu hiệu"": [""Sapientia et Virtus"", ""("", ""Latin"", "")"", ""明德格物 ("", ""tiếng Trung"", "")""], ""Loại hình"": ""Công lập"", ""Thành lập"": ""30 tháng 3 năm 1911 ; 114 năm trước ( 1911-03-30 )"", ""Chủ tịch Hội đồng trường"": ""Lý Quốc Chương"", ""Chưởng ấn"": ""Lý Gia Siêu ( Đặc khu trưởng Hồng Kông )"", ""Viện trưởng"": ""Trương Tường"", ""Phó viện trưởng"": [""La Triết Cơ"", ""Cung Bành"", ""Hà Lập Nhân"", ""Thân Tác Quân"", ""Điền Chi Nam""], ""Pro-chancellor"": ""David Li"", ""Giảng viên"": ""8266 [ 1 ]"", ""Nhân viên quản lý"": ""4295 [ 1 ]"", ""Sinh viên"": ""29.791 [ 2 ]"", ""Sinh viên đại học"": ""17.106 (57,4%) [ 2 ]"", ""Sinh viên sau đại học"": ""9.813 (32,9%) [ 2 ]"", ""Vị trí"": [""Bạc Phù Lâm"", "","", ""Hồng Kông"", ""22°17′3″B"", ""114°08′16″Đ"", ""﻿ / ﻿"", ""22,28417°B 114,13778°Đ"", ""﻿ /"", ""22.28417; 114.13778""], ""Khuôn viên"": [""Urban"", ""53,5"", ""hécta"", ""(0,535"", ""km"", ""2"", "")"", ""["", ""3"", ""]""], ""Báo chí"": ""Undergrad HKUSU (tiếng Trung)"", ""Màu"": ""Lục đậm [ 4 ]"", ""Liên kết"": ""ASAIHL , Universitas 21 , ACU , JUPAS , AACSB , EQUIS , APRU , UGC , Heads of Universities Committee, Joint Quality Review Committee, Washington University in St. Louis McDonnell International Scholars Academy [ 5 ]"", ""Linh vật"": ""Sư tử"", ""Website"": ""hku.hk""}"
Đại học Khoa học Hoàng gia,{}
Đại học Kenyon,{}
Đại học Istanbul,"{""Tên cũ"": [""Sahn-ı Seman Medresesi"", ""(1453–1846)"", ""Dârülfünûn-ı Şâhâne"", ""(1846–1912)"", ""İstanbul Dârülfünûnu"", ""(1912–1933)""], ""Khẩu hiệu"": ""tiếng Thổ Nhĩ Kỳ : Tarihten Geleceğe Bilim Köprüsü"", ""Khẩu hiệu trong Tiếng Anh"": ""Science Bridge from Past to the Future"", ""Loại hình"": ""Đại học nghiên cứu công lập"", ""Thành lập"": ""30 tháng 5 năm 1453 ; 572 năm trước ( 1453-05-30 )"", ""Sáng lập"": ""Mehmed II"", ""Kinh phí"": ""411 triệu đô la Mỹ (2025) [ 1 ]"", ""Hiệu trưởng"": ""GS TS Osman Bülent Zülfikar"", ""Giảng viên"": ""4.339 [ 2 ]"", ""Nhân viên quản lý"": ""5.885 [ 2 ]"", ""Sinh viên"": ""58.809 [ 2 ]"", ""Sinh viên đại học"": ""42.066 [ 2 ]"", ""Sinh viên sau đại học"": ""16.268 [ 2 ]"", ""Vị trí"": [""Istanbul"", "","", ""Thổ Nhĩ Kỳ"", ""41°00′46,93″B"", ""28°57′49,95″Đ"", ""﻿ / ﻿"", ""41°B 28,95°Đ"", ""﻿ /"", ""41.00000; 28.95000""], ""Khuôn viên"": ""Đô thị"", ""Nhà xuất bản đại học"": ""Istanbul University Press"", ""Màu"": """", ""Liên kết"": ""Coimbra Group EUA Bologna Process Erasmus Programme UNIMED UNAI AACSB"", ""Website"": ""www .istanbul .edu .tr""}"
Đại học Khoa học Đời sống Estonia,{}
Đại học Kiel,{}
Đại học Khoa học và Công nghệ Iran,{}
Đại học Kinh tế Quốc dân Kyiv,{}
Đại học Kinh tế Quốc gia Ternopil,{}
Đại học Kiev,{}
Đại học King Saud,{}
Đại học Kinh tế Quốc gia và Thế giới,{}
Đại học Kinh tế ở Bratislava,{}
Đại học Kinh tế và Doanh nghiệp Viên,{}
"Đại học Kinh tế, Praha",{}
Đại học Kinh tế Quốc dân Plekhanov,"{""Khẩu hiệu"": ""Phục vụ nước Nga!"", ""Thành lập"": ""1907"", ""Hiệu trưởng"": ""Viktor Ivanovich Grishin"", ""Nhân viên"": ""1.600"", ""Số Sinh viên"": ""17.000"", ""Khuôn viên"": ""Nội đô"", ""Website"": ""http://rea.ru"", ""Thành viên"": ""EUA , [ 1 ] EFMD [ 2 ]""}"
Đại học Khoa học và Kỹ thuật Hoa Trung,{}
Đại học Kỹ thuật Lisbon,{}
Đại học Kyoto,{}
Đại học Kwame Nkrumah,{}
Đại học Kỹ thuật Nông nghiệp bang Bắc Carolina,{}
Đại học Kỹ thuật Istanbul,{}
Đại học Keio,"{""Loại"": ""Đại học tư thục"", ""Khẩu hiệu"": [""Calamvs gladio fortior"", ""("", ""Latin"", "":"", ""Ngòi bút sắc bén hơn đao kiếm"", "")""], ""Thành lập"": ""1858"", ""Nhân viên"": ""2.722 [ 1 ]"", ""Giảng viên"": ""chính thức 2.604 [ 1 ]"", ""Số Sinh viên"": ""33.825 [ 2 ]"", ""Khuôn viên"": ""Đô thị"", ""Màu"": ""Xanh lam và Đỏ"", ""Bài hát"": ""Wakaki chi"", ""Thể thao"": ""39 đội"", ""Biệt danh"": ""Unicorns , vân vân"", ""Website"": ""Đại học Keio"", ""Thành viên"": ""ASAIHL"", ""Hiệu trưởng danh dự"": ""Giáo sư Haseyama Akira"", ""Sinh viên đại học"": ""28.931 [ 2 ]"", ""Sinh viên sau đại học"": ""4.894 [ 2 ]"", ""Nghiên cứu sinh"": ""1.234 [ 2 ] [ 3 ]"", ""Sinh viên chuyên nghiệp"": ""789 [ 1 ]""}"
Đại học Kỹ thuật München,"{""Khẩu hiệu"": ""Die unternehmerische Universität"", ""Khẩu hiệu trong Tiếng Anh"": ""Trường đại học khởi nghiệp"", ""Loại hình"": ""Công lập"", ""Thành lập"": ""1868 ( 1868 )"", ""Sáng lập"": ""Ludwig II của Bayern"", ""Liên kết học tập"": [""ATHENS"", ""CESAER"", ""EAIE"", ""EUA"", ""Eurotech"", ""GUEI"", ""PEGASUS"", ""TIME"", ""TU9""], ""Kinh phí"": ""1,407 tỷ euro (2016) [ 1 ]"", ""Viện trưởng"": ""Wolfgang A. Herrmann"", ""Giảng viên"": ""6.854 [ 2 ]"", ""Nhân viên quản lý"": ""3.249 [ 2 ]"", ""Sinh viên"": ""41.000 (2017) [ 3 ]"", ""Địa chỉ"": [""Arcisstraße 21"", "","", ""Munich"", "","", ""Bayern"", "","", ""80333"", "","", ""Đức"", ""48°08′56″B"", ""11°34′01″Đ"", ""﻿ / ﻿"", ""48,149°B 11,567°Đ"", ""﻿ /"", ""48.149; 11.567""], ""Khuôn viên"": ""Thành thị"", ""Màu"": ""Xanh biển"", ""Website"": ""www .tum .de""}"
Đại học Kỹ thuật Quốc gia Donetsk,"{""Loại"": ""Đại học"", ""Thành lập"": ""1921"", ""Khuôn viên"": ""khu đô thị"", ""Website"": ""Official website"", ""Thành viên"": ""Bộ Giáo dục và khoa học Ukraina"", ""Phó hiệu trưởng"": ""Liashok Yaroslav"", ""Sinh viên đại học"": ""28000""}"
Đại học Kobe,"{""Loại"": ""Đại học Quốc gia"", ""Khẩu hiệu"": ""Liêm chính - Tự do - Hợp tác"", ""Thành lập"": ""1949"", ""Hiệu trưởng"": ""Takeda Hiroshi"", ""Nhân viên"": ""1,981"", ""Giảng viên"": ""1,704"", ""Khuôn viên"": ""Đô thị"", ""Website"": ""www .kobe-u .ac .jp"", ""Sinh viên đại học"": ""11,596"", ""Sinh viên sau đại học"": ""4,660"", ""Nghiên cứu sinh"": ""1,529 [ 1 ]""}"
Đại học Liban,{}
Đại học Laval,{}
Đại học Kỹ thuật Berlin,"{""Khẩu hiệu"": ""Wir haben die Ideen für die Zukunft ( Tiếng Đức )"", ""Khẩu hiệu trong Tiếng Anh"": ""We've got the brains for the future [ 1 ]"", ""Loại hình"": ""Đại học công lập"", ""Thành lập"": ""1770 (Königliche Bergakademie zu Berlin) 1799 (Königliche Bauakademie zu Berlin) 1879 (Königlich Technische Hochschule zu Berlin) 1946 as Technische Universität Berlin"", ""Kinh phí"": ""€492,1 million (2017) [ 2 ]"", ""Viện trưởng"": ""Christian Thomsen (since 2014)"", ""Giảng viên"": ""3,120 [ 3 ]"", ""Nhân viên quản lý"": ""2,258 [ 3 ]"", ""Sinh viên"": ""35,570 [ 3 ]"", ""Vị trí"": [""Berlin"", "","", ""Berlin"", "","", ""Đức"", ""52°30′43″B"", ""13°19′35″Đ"", ""﻿ / ﻿"", ""52,51194°B 13,32639°Đ"", ""﻿ /"", ""52.51194; 13.32639""], ""Khuôn viên"": ""Urban"", ""Liên kết"": ""TIME , TU9 , EUA , CESAER , DFG , SEFI , PEGASUS , German Excellence Initiative , Berlin University Alliance"", ""Website"": ""www .tu .berlin""}"
Đại học La Habana,"{""Loại"": ""Công lập"", ""Thành lập"": ""1728"", ""Hiệu trưởng"": ""Rubén Zardoya Loureda"", ""Giảng viên"": ""15"", ""Số Sinh viên"": ""6.000"", ""Website"": ""www.uh.cu/""}"
Đại học Latvia,"{""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""Scientiae et patriae ( Vì Khoa học và Tổ quốc )"", ""Thành lập"": ""1919"", ""Hiệu trưởng"": ""Mārcis Auziņš"", ""Số Sinh viên"": ""19,095 (2011)"", ""Dạng thời khóa biểu"": ""Học kỳ"", ""Website"": ""www.lu.lv"", ""Thành viên"": ""Utrecht Network , Hiệp hội Đại học châu Âu ( European University Association -EUA)"", ""Sinh viên đại học"": ""14,339 (2011)"", ""Nghiên cứu sinh"": ""853 (2011)""}"
Đại học Libya,{}
Đại học Limoges,{}
Đại học Leiden,"{""Loại"": ""Public"", ""Khẩu hiệu"": [""Libertatis Praesidium"", ""(Pháo đài tự do)""], ""Thành lập"": ""1575"", ""Hiệu trưởng"": ""Carel Stolker"", ""Giảng viên"": ""5.500"", ""Số Sinh viên"": ""25.800 (2015-2016)"", ""Người đoạt giải Nobel"": [""Heike Kamerlingh Onnes"", "","", ""Hendrik Lorentz"", "","", ""Pieter Zeeman"", "","", ""Willem Einthoven""], ""Website"": ""http://www.leiden.edu""}"
Đại học Limpopo,{}
Đại học Leipzig,"{""Loại"": ""công"", ""Khẩu hiệu"": ""Aus Tradition Grenzen überschreiten"", ""Thành lập"": ""1409"", ""Hiệu trưởng"": ""Beate Schücking"", ""Nhân viên"": ""3.246 (2009)"", ""Số Sinh viên"": ""28.125 (mùa Đông 2011/2012)"", ""Khuôn viên"": ""thành thị"", ""Website"": ""www.uni-leipzig.de/""}"
Đại học Lisbon,{}
Đại học Ludwig Maximilian Munich,{}
Đại học Liên bang,{}
Đại học Liêu Ninh,{}
Đại học Ljubljana,{}
Đại học Lisboa,"{""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""de Lisboa para o Mundo (Từ Lisboa đến thế giới)"", ""Thành lập"": [""1911 (Đại học Lisboa)"", ""2013 (hợp nhất trường Đại học Lisboa với Đại học Kỹ thuật Lisboa trước đây)""], ""Hiệu trưởng"": ""António da Cruz Serra"", ""Nhân viên"": ""2.425 (2012) [ 1 ]"", ""Giảng viên"": ""3.494 (2012)"", ""Số Sinh viên"": ""46.989 (2013/2014)"", ""Khuôn viên"": ""vài địa điểm, Lisbon Metropolitan Area"", ""Màu"": [""Đen và trắng (Đại học; hiệu trưởng)"", ""Khoa"", ""["", ""2"", ""]"", ""Xanh lá cây nhạt ("", ""Nông nghiệp"", "")"", ""TÍm (Kiến trúc)"", ""Xanh hoàng gia (Nghệ thuật)"", ""Vàng hoàng gia (Nha khoa)"", ""Đỏ (Kinh tế và Quản lý)"", ""Nâu Nhạt (Giáo dục)"", ""Hồng (Mỹ thuật)"", ""Xanh lá cây đậm (Địa lý và Thiết kế Không gian)"", ""Nâu đậm (Human Motricity)"", ""Đỏ đậm (Luật)"", ""Vàng (Y học)"", ""Violet (Dược)"", ""Cam (Tâm lý học)"", ""Đỏ (Khoa học xã hội và chính trị)"", ""Xanh Tây Ban Nha (Khoa học xã hội)"", ""Xanh da trời (Khoa học tự nhiên)"", ""Xanh lá mạ ("", ""Kỹ thuật"", "")"", ""Vàng hoàng gia (Thú y)""], ""Website"": ""www .ulisboa .pt"", ""Sinh viên đại học"": ""35.175 (2013/2014)"", ""Sinh viên sau đại học"": ""11.814 (2013/2014)""}"
Đại học Linköping,"{""Loại"": ""Đại học công lập"", ""Thành lập"": ""1969/1975"", ""Hiệu trưởng"": ""GS. Mille Millnert"", ""Nhân viên"": ""3.284"", ""Số Sinh viên"": ""17.200 ( FTE , 2009) [ 1 ]"", ""Khuôn viên"": ""3: Campus Valla, Campus US, Campus Norrköping"", ""Website"": ""www.liu.se"", ""Thành viên"": ""EUA , ECIU"", ""Nghiên cứu sinh"": ""1.248""}"
Đại học Kỹ thuật Quốc gia Moskva Bauman,"{""Loại"": ""Đại học kỹ thuật"", ""Khẩu hiệu"": [""\""Мужество, Воля, Труд, Упорство!\"""", ""\""Dũng cảm, Ý chí, Lao động, Kiên trì!\""""], ""Thành lập"": ""1830"", ""Hiệu trưởng"": ""Viện sĩ Viện Hàn lâm Khoa học Nga Anatoly Aleksandrovich Aleksandrov [ 1 ]"", ""Giảng viên"": ""4.500"", ""Khuôn viên"": ""Thành thị"", ""Website"": ""http://bmstu.ru/"", ""Sinh viên đại học"": ""19.000"", ""Sinh viên sau đại học"": ""3.000""}"
Đại học London,{}
Đại học Kyung Hee,"{""Tên cũ"": [""Cao đẳng Sin Heung"", ""Đại học Sin Heung""], ""Khẩu hiệu"": [""\""학원의 민주화, 사상의 민주화, 생활의 민주화\"""", ""\""Dân chủ hóa học đường, dân chủ hóa tư tưởng, dân chủ hóa đời sống\"""", ""["", ""1"", ""]""], ""Khẩu hiệu trong Tiếng Anh"": ""\""Democratization of school, democratization of thought, democratization of living\"""", ""Loại hình"": ""Tư thục"", ""Thành lập"": ""1949"", ""Giảng viên"": ""1.407 (2020) [ 2 ]"", ""Nhân viên quản lý"": ""594 (2020) [ 2 ]"", ""Sinh viên"": ""33.373 (2020) [ 2 ]"", ""Sinh viên đại học"": ""25.875 (2018) [ 2 ]"", ""Sinh viên sau đại học"": ""7.498 (2020) [ 2 ]"", ""Vị trí"": ""Seoul và Suwon , Hàn Quốc"", ""Khuôn viên"": ""Đô thị"", ""Ngôn ngữ"": ""Tiếng Hàn Quốc và tiếng Anh"", ""Màu"": ""Đỏ thắm"", ""Linh vật"": ""Sư tử cười [ 3 ]""}"
Đại học Louisville,{}
Đại học Ludwig Maximilian München,"{""Loại"": ""Công lập"", ""Thành lập"": ""1472 (tên gọi Đại học Ingolstadt cho đến 1802)"", ""Hiệu trưởng"": ""GSTS. Bernd Huber"", ""Nhân viên"": ""13.602; 700 giáo sư (2009/2010)"", ""Số Sinh viên"": ""45.539 (2009/2010; 15% quốc tế)"", ""Màu"": ""Xanh là cây và trắng"", ""Website"": ""www .en .uni-muenchen .de"", ""Thành viên"": [""Các trường đại học xuất sắc Đức"", ""LERU""]}"
Đại học Lund,"{""Loại"": ""Public"", ""Khẩu hiệu"": ""Ad utrumque ( Prepared for both ) [ 1 ]"", ""Thành lập"": ""1666"", ""Rector magnificusvàVice Chancellor"": ""Prof. Per Eriksson"", ""Nhân viên"": ""5.300 tổng (bao gồm phi khoa học)"", ""Số Sinh viên"": ""42,000 (2016) [ 2 ]"", ""Khuôn viên"": ""Thành thị"", ""Màu"": ""Xanh da trời tối và đồng"", ""Website"": ""http://www.lunduniversity.lu.se"", ""Thành viên"": [""Universitas 21"", ""LERU"", ""EUA"", ""ASAIHL""], ""Nghiên cứu sinh"": ""3.200""}"
Đại học Maine,{}
Đại học Maine (Pháp),{}
Đại học Manila,{}
Đại học Marshall,{}
Đại học Makerere,{}
"Đại học Maryland, Baltimore",{}
Đại học Marquette,{}
Đại học Luân Đôn,"{""Loại"": ""Công lập"", ""Thành lập"": ""1836"", ""Giám đốc"": ""Giáo sư Geoffrey Crossick"", ""Visitor"": [""The Rt Hon"", ""Nick Clegg"", ""As"", ""Lord President of the Council""], ""Số Sinh viên"": [""135,090 internal (2005-2006)"", ""["", ""1"", ""]"", ""50,000 International Programmes"", ""["", ""2"", ""]""], ""Màu"": """", ""Website"": ""london.ac.uk"", ""Hiệu trưởng danh dự"": ""The Princess Royal""}"
Đại học Malta,"{""Loại"": ""Công cộng"", ""Khẩu hiệu"": [""Ut Fructificemus Deo"", ""("", ""Latin"", "")""], ""Thành lập"": ""1769"", ""Hiệu trưởng"": ""Professor Juanito Camilleri"", ""Giảng viên"": ""600"", ""Số học sinh"": ""11,342"", ""Liên kết"": ""European University Association , European Access Network , Association of Commonwealth Universities , Utrecht Network , Santander Network , Compostela Group , EUCEN , ISEP"", ""Athletics"": ""Câu lạc bộ thể thao Đại học Malta"", ""Website"": ""www .um .edu .mt""}"
Đại học Marburg,"{""Loại"": ""Đại học công lập"", ""Thành lập"": ""1 tháng 07 năm 1527"", ""Hiệu trưởng"": ""Prof. Dr. Katharina Krause"", ""Nhân viên"": ""ca. 7,500 (incl. hospital staff - 2005)"", ""Số Sinh viên"": ""ca. 25,000"", ""Website"": ""http://www.uni-marburg.de""}"
Đại học Malaya,"{""Loại"": ""Công lập"", ""Khẩu hiệu"": [""Ilmu Punca Kemajuan"", ""\""Tri thức là chìa khóa thành công\""""], ""Thành lập"": ""1949"", ""Giám đốc"": ""Datuk Rafiah Salim"", ""Website"": ""www.um.edu.my"", ""Thành viên"": ""ASAIHL , ASEAN University Network"", ""Hiệu trưởng danh dự"": ""Duli Yang Maha Mulia Paduka Seri Sultan Azlan Muhibbuddin Shah ibni Almarhum Sultan Yusuff Izzuddin Shah Ghafarullahu-Lah""}"
Đại học Massachusetts Boston,{}
Đại học Marmara,{}
Đại học Meiji,{}
Đại học McMaster,"{""Tọa độ"": ""43°15′48″B 79°55′8″T ﻿ / ﻿ 43,26333°B 79,91889°T ﻿ / 43.26333; -79.91889"", ""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": [""tiếng Hy Lạp"", "":"", ""ΤΑ·ΠΑΝΤΑ·ΕΝ·ΧΡΙΣΤΩΙ·"", ""ΣΥΝΕΣΤΗΚΕΝ"", ""(All things cohere in Christ)""], ""Thành lập"": ""23 tháng 4 năm 1887 [ 1 ]"", ""Hiệu trưởng"": ""Patrick Deane"", ""Nhân viên"": ""6,437 [ 2 ]"", ""Giảng viên"": ""1,394 [ 2 ]"", ""Khuôn viên"": ""Thành thị , 152,4 hécta (377 mẫu Anh)"", ""Màu"": ""Maroon và Grey [ 3 ]"", ""Linh vật"": ""Mac the Marauder [ 2 ]"", ""Biệt danh"": ""Marauders"", ""Tài trợ"": ""C$ 655.5 million [ 4 ]"", ""Website"": ""mcmaster.ca"", ""Thành viên"": ""ACU , ATS , AUCC , CARL , CIS , COU , CUP , Fields Institute , IAU , U15 ."", ""Hiệu trưởng danh dự"": ""Suzanne Labarge"", ""Sinh viên đại học"": ""25,174 [ 2 ]"", ""Sinh viên sau đại học"": ""4,237 [ 2 ]""}"
Đại học Miami,{}
Đại học Milan,{}
Đại học Masaryk,"{""Loại"": ""Đại học công lập"", ""Thành lập"": ""1919"", ""Hiệu trưởng"": ""Prof. Martin Bareš"", ""Nhân viên"": ""3,000"", ""Giảng viên"": ""2,200 [ 1 ]"", ""Số Sinh viên"": ""35,115 [ 1 ]"", ""Khuôn viên"": ""Đô thị"", ""Màu"": ""blue"", ""Website"": ""www .muni .cz"", ""Thành viên"": [""Hiệp hội đại học châu Âu"", ""Nhóm các trường đại học Compostela"", ""Mạng Utrecht""]}"
Đại học Mississippi,{}
Đại học Misericordia,{}
Đại học Missouri–Trường Luật Thành phố Kansas,{}
Đại học Madras,{}
Đại học Mount Saint Vincent,{}
Đại học Middlebury,"{""Khẩu hiệu"": ""Scientia et Virtus ( Latin )"", ""Khẩu hiệu trong Tiếng Anh"": ""Knowledge and Virtue"", ""Loại hình"": ""Trường Đại học Giáo dục Khai phóng"", ""Thành lập"": ""1 tháng 11 năm 1800 ( 1800-11-01 )"", ""Tài trợ"": ""$ 1.124 billion [ 1 ] (2018)"", ""Viện trưởng"": ""Laurie L. Patton"", ""Giảng viên"": ""311 (2017) [ 2 ]"", ""Sinh viên đại học"": ""2,549 (2017) [ 2 ]"", ""Vị trí"": [""Middlebury"", "","", ""Vermont"", "","", ""Hoa Kỳ"", ""44°00′32″B"", ""73°10′38″T"", ""﻿ / ﻿"", ""44,00889°B 73,17722°T"", ""﻿ /"", ""44.00889; -73.17722""], ""Khuôn viên"": ""Rural , 350 mẫu Anh (1,4 km 2 )"", ""Màu"": [""Xanh dương & Trắng""], ""Điền kinh"": ""NCAA Division III – NESCAC"", ""Biệt danh"": ""Panthers"", ""Liên kết"": ""NAICU Annapolis Group Oberlin Group CLAC 568 Group"", ""Website"": ""www .middlebury .edu""}"
Đại học Moskva,{}
Đại học Minnesota,{}
Đại học Milano,"{""Loại"": ""chính phủ hỗ trợ"", ""Thành lập"": ""1924"", ""Hiệu trưởng"": ""GS Enrico Decleva"", ""Nhân viên"": ""2.455"", ""Số Sinh viên"": ""62.801"", ""Sports teams"": ""CUS Milano ( http://www.cusmilano.it/ )"", ""Website"": ""www.unimi.it/""}"
Đại học Mumbai,{}
Đại học Mount Union,{}
Đại học Muskingum,{}
Đại học Leeds,"{""Tọa độ"": ""53°48′26″B 1°33′6″T ﻿ / ﻿ 53,80722°B 1,55167°T ﻿ / 53.80722; -1.55167"", ""Loại"": ""Công lập"", ""Khẩu hiệu"": [""tiếng Latinh"", "":"", ""Et augebitur scientia"", ""(\""Và tri thức sẽ được tăng lên\"")""], ""Thành lập"": [""1904 - Đại học Leeds"", ""1887 - đạt được"", ""trạng thái đại học"", ""là một phần của"", ""đại học Victoria"", ""1831 -"", ""trường y Leeds""], ""Giám đốc"": ""Alan Langlands"", ""Visitor"": [""Nick Clegg"", ""As"", ""Lord President of the Council""], ""Nhân viên"": ""8,000 [ 2 ] :3"", ""Số Sinh viên"": ""33,585 [ 3 ]"", ""Khuôn viên"": ""Đô thị , ngoại ô"", ""Màu"": ""[ 4 ]"", ""Tài trợ"": ""67,7 triệu bảng Anh (tính đến ngày 31 tháng 7 năm 2015) [ 1 ]"", ""Báo"": ""Học sinh Leeds"", ""Website"": ""www.leeds.ac.uk"", ""Thành viên"": [""ACU"", ""Hiệp hội MBA"", ""CDIO"", ""EQUIS"", ""EUA"", ""Nhóm N8"", ""Nhóm Russell"", ""Mạng lưới Santander"", ""Universities UK"", ""Côngxoocxiom Hoa hồng Trắng"", ""WUN""], ""Hiệu trưởng danh dự"": ""Melvyn Bragg"", ""Sinh viên đại học"": ""24,080 [ 3 ]"", ""Sinh viên sau đại học"": ""9,505 [ 3 ]""}"
Đại học Munich,{}
